% Model:              sjngle_small_gate_2deg_jnalas_semj_ec.mph
% Versjon:            COMSOL 6.1.0.357
% Date:               Jul 7 2023, 14:05
% Table:              Admjttance, Harmonjc Perturbatjon - 
% Vdc (V)                                         Vs_on                                             Vd_on                                             Vg_on                                             freq (Hz)                                         Tref (K)                                          ljndev(semj.I0_1) / ljndev(semj.V0_1) (S)         ljndev(semj.I0_1) / ljndev(semj.V0_2) (S)         ljndev(semj.I0_1) / ljndev(semj.V0_3) (S)         ljndev(semj.I0_2) / ljndev(semj.V0_1) (S)         ljndev(semj.I0_2) / ljndev(semj.V0_2) (S)         ljndev(semj.I0_2) / ljndev(semj.V0_3) (S)         ljndev(semj.I0_3) / ljndev(semj.V0_1) (S)         ljndev(semj.I0_3) / ljndev(semj.V0_2) (S)         ljndev(semj.I0_3) / ljndev(semj.V0_3) (S)
-4.25                                             1                                                 0                                                 0                                                 4.0E9                                             50                                                1.8060851291448938E-4+2.4301812981893708E-4j      -nan-nan*1j                                        -nan-nan*1j                                        4.909770088412393E-6-1.4136208000843647E-5j       -nan+nan*1j                                        -nan+nan*1j                                        8.105147403548286E-8-1.5745691101308891E-6j       -nan+nan*1j                                        -nan+nan*1j
-4.25                                             1                                                 0                                                 0                                                 4.4E9                                             50                                                1.8895000370885238E-4+2.584711585982498E-4j       -nan-nan*1j                                        -nan-nan*1j                                        5.509185593888105E-6-1.585790706283497E-5j        -nan+nan*1j                                        -nan+nan*1j                                        9.26560905163113E-8-1.7362674528793355E-6j        -nan+nan*1j                                        -nan+nan*1j
-4.25                                             1                                                 0                                                 0                                                 4.8E9                                             50                                                1.9707727614280506E-4+2.735455408380508E-4j       -nan-nan*1j                                        -nan-nan*1j                                        6.121801402345945E-6-1.7620655128158093E-5j       -nan+nan*1j                                        -nan+nan*1j                                        1.0476203360578176E-7-1.898534595190431E-6j       -nan+nan*1j                                        -nan+nan*1j
-4.25                                             1                                                 0                                                 0                                                 5.2E9                                             50                                                2.0498680374615342E-4+2.8825510717633634E-4j      -nan-nan*1j                                        -nan-nan*1j                                        6.7448420836164465E-6-1.942194382438926E-5j       -nan+nan*1j                                        -nan+nan*1j                                        1.1733586646487769E-7-2.0613350457327674E-6j      -nan+nan*1j                                        -nan+nan*1j
-4.25                                             1                                                 0                                                 0                                                 5.6E9                                             50                                                2.1267708633182855E-4+3.0262444359225807E-4j      -nan-nan*1j                                        -nan-nan*1j                                        7.376183845429473E-6-2.1259276004092334E-5j       -nan+nan*1j                                        -nan+nan*1j                                        1.3035300008877107E-7-2.2246347433776575E-6j      -nan+nan*1j                                        -nan+nan*1j
-4.25                                             1                                                 0                                                 0                                                 6.0E9                                             50                                                2.2015016375409916E-4+3.1668247206415045E-4j      -nan-nan*1j                                        -nan-nan*1j                                        8.014226285767818E-6-2.3130295865083322E-5j       -nan+nan*1j                                        -nan+nan*1j                                        1.4379588044785243E-7-2.3884025256777666E-6j      -nan+nan*1j                                        -nan+nan*1j
-4.25                                             1                                                 0                                                 0                                                 6.4E9                                             50                                                2.2741147256728452E-4+3.304586621066126E-4j       -nan-nan*1j                                        -nan-nan*1j                                        8.65777381698263E-6-2.503285219782079E-5j         -nan+nan*1j                                        -nan+nan*1j                                        1.576522982268191E-7-2.5526108040576314E-6j       -nan+nan*1j                                        -nan+nan*1j
-4.25                                             1                                                 0                                                 0                                                 6.8E9                                             50                                                2.3446908270045695E-4+3.4398095447407223E-4j      -nan-nan*1j                                        -nan-nan*1j                                        9.305928702595281E-6-2.6965019798713745E-5j       -nan+nan*1j                                        -nan+nan*1j                                        1.7191391557264488E-7-2.717235717058518E-6j       -nan+nan*1j                                        -nan+nan*1j
-4.25                                             1                                                 0                                                 0                                                 7.2E9                                             50                                                2.413328239448402E-4+3.5727476254145146E-4j       -nan-nan*1j                                        -nan-nan*1j                                        9.958007622579988E-6-2.8925095122900742E-5j       -nan+nan*1j                                        -nan+nan*1j                                        1.8657509966251768E-7-2.882256972770013E-6j       -nan+nan*1j                                        -nan+nan*1j
-4.25                                             1                                                 0                                                 0                                                 7.6E9                                             50                                                2.480135011070218E-4+3.7036261406450714E-4j       -nan-nan*1j                                        -nan-nan*1j                                        1.0613477208907769E-5-3.091157857431834E-5j       -nan+nan*1j                                        -nan+nan*1j                                        2.0163202568944188E-7-3.0476575293149875E-6j      -nan+nan*1j                                        -nan+nan*1j
-4.25                                             1                                                 0                                                 0                                                 8.0E9                                             50                                                2.5452227514222484E-4+3.8326416888850086E-4j      -nan-nan*1j                                        -nan-nan*1j                                        1.127190797236239E-5-3.292315024649803E-5j        -nan+nan*1j                                        -nan+nan*1j                                        2.1708202526335464E-7-3.2134232037739975E-6j      -nan+nan*1j                                        -nan+nan*1j
-4.25                                             0                                                 1                                                 0                                                 4.0E9                                             50                                                -nan+nan*1j                                        4.909769784478634E-6-1.413620813403515E-5j        -nan+nan*1j                                        -nan-nan*1j                                        1.8060851230450014E-4+2.430181302514561E-4j       -nan-nan*1j                                        -nan+nan*1j                                        8.105147250213527E-8-1.5745691109821977E-6j       -nan+nan*1j
-4.25                                             0                                                 1                                                 0                                                 4.4E9                                             50                                                -nan+nan*1j                                        5.509185218215941E-6-1.5857907215357705E-5j       -nan+nan*1j                                        -nan-nan*1j                                        1.889500062616497E-4+2.5847116005320384E-4j       -nan-nan*1j                                        -nan+nan*1j                                        9.265608877649597E-8-1.7362674537204845E-6j       -nan+nan*1j
-4.25                                             0                                                 1                                                 0                                                 4.8E9                                             50                                                -nan+nan*1j                                        6.121800939478565E-6-1.762065530773216E-5j        -nan+nan*1j                                        -nan-nan*1j                                        1.9707727290122387E-4+2.735455401200688E-4j       -nan-nan*1j                                        -nan+nan*1j                                        1.0476203102074704E-7-1.89853459626554E-6j        -nan+nan*1j
-4.25                                             0                                                 1                                                 0                                                 5.2E9                                             50                                                -nan+nan*1j                                        6.744841962374632E-6-1.9421943954955447E-5j       -nan+nan*1j                                        -nan-nan*1j                                        2.0498680194851727E-4+2.8825510697110234E-4j      -nan-nan*1j                                        -nan+nan*1j                                        1.1733586589515931E-7-2.0613350469411226E-6j      -nan+nan*1j
-4.25                                             0                                                 1                                                 0                                                 5.6E9                                             50                                                -nan+nan*1j                                        7.376183356888355E-6-2.125927616134156E-5j        -nan+nan*1j                                        -nan-nan*1j                                        2.126770884231345E-4+3.0262444492418575E-4j       -nan-nan*1j                                        -nan+nan*1j                                        1.3035299775935036E-7-2.2246347439251935E-6j      -nan+nan*1j
-4.25                                             0                                                 1                                                 0                                                 6.0E9                                             50                                                -nan+nan*1j                                        8.014226209419475E-6-2.3130295850405938E-5j       -nan+nan*1j                                        -nan-nan*1j                                        2.2015016514408874E-4+3.166824729149669E-4j       -nan-nan*1j                                        -nan+nan*1j                                        1.4379588018096752E-7-2.3884025252259914E-6j      -nan+nan*1j
-4.25                                             0                                                 1                                                 0                                                 6.4E9                                             50                                                -nan+nan*1j                                        8.657773813222644E-6-2.5032852244528364E-5j       -nan+nan*1j                                        -nan-nan*1j                                        2.2741147427870448E-4+3.3045866249024143E-4j      -nan-nan*1j                                        -nan+nan*1j                                        1.576522983819631E-7-2.552610804646502E-6j        -nan+nan*1j
-4.25                                             0                                                 1                                                 0                                                 6.8E9                                             50                                                -nan+nan*1j                                        9.305928812677018E-6-2.6965019789388078E-5j       -nan+nan*1j                                        -nan-nan*1j                                        2.344690832140388E-4+3.4398095514027885E-4j       -nan-nan*1j                                        -nan+nan*1j                                        1.7191391633490055E-7-2.7172357171851083E-6j      -nan+nan*1j
-4.25                                             0                                                 1                                                 0                                                 7.2E9                                             50                                                -nan+nan*1j                                        9.958007107163758E-6-2.8925095398542386E-5j       -nan+nan*1j                                        -nan-nan*1j                                        2.4133282404868294E-4+3.5727476292743887E-4j      -nan-nan*1j                                        -nan+nan*1j                                        1.8657509727656753E-7-2.882256974789679E-6j       -nan+nan*1j
-4.25                                             0                                                 1                                                 0                                                 7.6E9                                             50                                                -nan+nan*1j                                        1.0613477386240468E-5-3.0911578722682124E-5j      -nan+nan*1j                                        -nan-nan*1j                                        2.4801350235842146E-4+3.7036261408558057E-4j      -nan-nan*1j                                        -nan+nan*1j                                        2.0163202702011413E-7-3.047657531696798E-6j       -nan+nan*1j
-4.25                                             0                                                 1                                                 0                                                 8.0E9                                             50                                                -nan+nan*1j                                        1.1271907510686491E-5-3.292315042027826E-5j       -nan+nan*1j                                        -nan-nan*1j                                        2.545222772327025E-4+3.8326416964753926E-4j       -nan-nan*1j                                        -nan+nan*1j                                        2.170820231978562E-7-3.21342320464352E-6j         -nan+nan*1j
-4.25                                             0                                                 0                                                 1                                                 4.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.1242151228757445E-9-4.090989227547498E-6j      nan+nan*1j                                         nan+nan*1j                                         -1.1241976995295553E-9-4.090989216549103E-6j      -nan-nan*1j                                        -nan-nan*1j                                        2.248887123248664E-9+8.182475679579473E-6j
-4.25                                             0                                                 0                                                 1                                                 4.4E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.35899202344908E-9-4.500074333159102E-6j        nan+nan*1j                                         nan+nan*1j                                         -1.35903099239817E-9-4.500074332473126E-6j        -nan-nan*1j                                        -nan-nan*1j                                        2.718621320624512E-9+9.000695639277615E-6j
-4.25                                             0                                                 0                                                 1                                                 4.8E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.6157081079621962E-9-4.909155545456737E-6j      nan+nan*1j                                         nan+nan*1j                                         -1.6157385926050308E-9-4.909155545163279E-6j      -nan-nan*1j                                        -nan-nan*1j                                        3.2322375698632663E-9+9.818907823779597E-6j
-4.25                                             0                                                 0                                                 1                                                 5.2E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.894353967225916E-9-5.318232548548206E-6j       nan+nan*1j                                         nan+nan*1j                                         -1.894220720190093E-9-5.318232543045476E-6j       -nan-nan*1j                                        -nan-nan*1j                                        3.789513417794315E-9+1.0637111560872445E-5j
-4.25                                             0                                                 0                                                 1                                                 5.6E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.1945321067996526E-9-5.7273049929950135E-6j     nan+nan*1j                                         nan+nan*1j                                         -2.194457236971134E-9-5.727304981603422E-6j       -nan-nan*1j                                        -nan-nan*1j                                        4.390209125158883E-9+1.1455306186799932E-5j
-4.25                                             0                                                 0                                                 1                                                 6.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.5163133913126955E-9-6.13637254658312E-6j       nan+nan*1j                                         nan+nan*1j                                         -2.516271827892978E-9-6.136372538677946E-6j       -nan-nan*1j                                        -nan-nan*1j                                        5.03406660918763E-9+1.2273491046474962E-5j
-4.25                                             0                                                 0                                                 1                                                 6.4E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.859565945604404E-9-6.5454348984269895E-6j      nan+nan*1j                                         nan+nan*1j                                         -2.85951685395363E-9-6.5454348863516345E-6j       -nan-nan*1j                                        -nan-nan*1j                                        5.720811040295249E-9+1.3091665494238893E-5j
-4.25                                             0                                                 0                                                 1                                                 6.8E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -3.224016257455068E-9-6.954491714465815E-6j       nan+nan*1j                                         nan+nan*1j                                         -3.2240471794515277E-9-6.95449170812706E-6j       -nan-nan*1j                                        -nan-nan*1j                                        6.450151194192547E-9+1.3909828894609738E-5j
-4.25                                             0                                                 0                                                 1                                                 7.2E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -3.6097367805434144E-9-7.363542733206485E-6j      nan+nan*1j                                         nan+nan*1j                                         -3.6097832735454895E-9-7.36354270760791E-6j       -nan-nan*1j                                        -nan-nan*1j                                        7.22177863376929E-9+1.472798062230601E-5j
-4.25                                             0                                                 0                                                 1                                                 7.6E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -4.0162824750334666E-9-7.772587560382124E-6j      nan+nan*1j                                         nan+nan*1j                                         -4.016246371297184E-9-7.77258755255523E-6j        -nan-nan*1j                                        -nan-nan*1j                                        8.035371347198085E-9+1.5546120064135988E-5j
-4.25                                             0                                                 0                                                 1                                                 8.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -4.443640906000136E-9-8.181625970438527E-6j       nan+nan*1j                                         nan+nan*1j                                         -4.443722501008324E-9-8.181625942663334E-6j       -nan-nan*1j                                        -nan-nan*1j                                        8.890589312058755E-9+1.636424661759964E-5j
-4.5                                              1                                                 0                                                 0                                                 4.0E9                                             50                                                2.8849240092606297E-4+3.639626160794163E-4j       -nan-nan*1j                                        -nan-nan*1j                                        4.736600134642467E-6-9.969176959148402E-6j        -nan+nan*1j                                        -nan+nan*1j                                        6.814114815763974E-8-1.483690717250823E-6j        -nan+nan*1j                                        -nan+nan*1j
-4.5                                              1                                                 0                                                 0                                                 4.4E9                                             50                                                3.003697697301508E-4+3.820834065831392E-4j        -nan-nan*1j                                        -nan-nan*1j                                        5.2195752257258736E-6-1.1240416290040761E-5j      -nan+nan*1j                                        -nan+nan*1j                                        7.677038948243884E-8-1.6353198428449296E-6j       -nan+nan*1j                                        -nan+nan*1j
-4.5                                              1                                                 0                                                 0                                                 4.8E9                                             50                                                3.1144512650817523E-4+4.004656608837164E-4j       -nan-nan*1j                                        -nan-nan*1j                                        5.718464489063624E-6-1.253145668324963E-5j        -nan+nan*1j                                        -nan+nan*1j                                        8.585859928496035E-8-1.7872051667678812E-6j       -nan+nan*1j                                        -nan+nan*1j
-4.5                                              1                                                 0                                                 0                                                 5.2E9                                             50                                                3.2195553713794184E-4+4.190123044608204E-4j       -nan-nan*1j                                        -nan-nan*1j                                        6.233523358978228E-6-1.3843638039386388E-5j       -nan+nan*1j                                        -nan+nan*1j                                        9.540942491986319E-8-1.9393597800726727E-6j       -nan+nan*1j                                        -nan+nan*1j
-4.5                                              1                                                 0                                                 0                                                 5.6E9                                             50                                                3.320572205379421E-4+4.376370569626605E-4j        -nan-nan*1j                                        -nan-nan*1j                                        6.7643091466489625E-6-1.5177974613106306E-5j      -nan+nan*1j                                        -nan+nan*1j                                        1.0541898271207848E-7-2.091794068686496E-6j       -nan+nan*1j                                        -nan+nan*1j
-4.5                                              1                                                 0                                                 0                                                 6.0E9                                             50                                                3.418528400770984E-4+4.5626844269309905E-4j       -nan-nan*1j                                        -nan-nan*1j                                        7.309971273276874E-6-1.6535145400658063E-5j       -nan+nan*1j                                        -nan+nan*1j                                        1.1587893613415804E-7-2.244515359676971E-6j       -nan+nan*1j                                        -nan+nan*1j
-4.5                                              1                                                 0                                                 0                                                 6.4E9                                             50                                                3.514095174576008E-4+4.748498907585634E-4j        -nan-nan*1j                                        -nan-nan*1j                                        7.869439198337394E-6-1.7915525526652394E-5j       -nan+nan*1j                                        -nan+nan*1j                                        1.2677854029971713E-7-2.3975280931100686E-6j      -nan+nan*1j                                        -nan+nan*1j
-4.5                                              1                                                 0                                                 0                                                 6.8E9                                             50                                                3.6077076100270747E-4+4.933382202942692E-4j       -nan-nan*1j                                        -nan-nan*1j                                        8.441549223615842E-6-1.9319230137523715E-5j       -nan+nan*1j                                        -nan+nan*1j                                        1.3810601432440393E-7-2.550834203270894E-6j       -nan+nan*1j                                        -nan+nan*1j
-4.5                                              1                                                 0                                                 0                                                 7.2E9                                             50                                                3.6996442749942743E-4+5.117016253994999E-4j       -nan-nan*1j                                        -nan-nan*1j                                        9.025124160939174E-6-2.0746162403341745E-5j       -nan+nan*1j                                        -nan+nan*1j                                        1.4984942129058288E-7-2.704433576914699E-6j       -nan+nan*1j                                        -nan+nan*1j
-4.5                                              1                                                 0                                                 0                                                 7.6E9                                             50                                                3.7900810742049184E-4+5.299176585727051E-4j       -nan-nan*1j                                        -nan-nan*1j                                        9.619025407678364E-6-2.219605808640595E-5j        -nan+nan*1j                                        -nan+nan*1j                                        1.6199723560364533E-7-2.858324504358925E-6j       -nan+nan*1j                                        -nan+nan*1j
-4.5                                              1                                                 0                                                 0                                                 8.0E9                                             50                                                3.8791273782647653E-4+5.479713818947043E-4j       -nan-nan*1j                                        -nan-nan*1j                                        1.0222180270349598E-5-2.366852672053775E-5j       -nan+nan*1j                                        -nan+nan*1j                                        1.7453865810047677E-7-3.012504098196996E-6j       -nan+nan*1j                                        -nan+nan*1j
-4.5                                              0                                                 1                                                 0                                                 4.0E9                                             50                                                -nan+nan*1j                                        4.736600251416281E-6-9.969176915507035E-6j        -nan+nan*1j                                        -nan-nan*1j                                        2.8849240728880614E-4+3.639626211134172E-4j       -nan-nan*1j                                        -nan+nan*1j                                        6.8141149194658E-8-1.4836907169477685E-6j         -nan+nan*1j
-4.5                                              0                                                 1                                                 0                                                 4.4E9                                             50                                                -nan+nan*1j                                        5.2195749076029745E-6-1.1240416473013986E-5j      -nan+nan*1j                                        -nan-nan*1j                                        3.003697724187615E-4+3.8208340861494946E-4j       -nan-nan*1j                                        -nan+nan*1j                                        7.677038808998919E-8-1.6353198439882318E-6j       -nan+nan*1j
-4.5                                              0                                                 1                                                 0                                                 4.8E9                                             50                                                -nan+nan*1j                                        5.7184642147432676E-6-1.2531456777527448E-5j      -nan+nan*1j                                        -nan-nan*1j                                        3.114451310599597E-4+4.0046566389839434E-4j       -nan-nan*1j                                        -nan+nan*1j                                        8.585859805927878E-8-1.78720516694636E-6j         -nan+nan*1j
-4.5                                              0                                                 1                                                 0                                                 5.2E9                                             50                                                -nan+nan*1j                                        6.233523295059503E-6-1.3843638108075295E-5j       -nan+nan*1j                                        -nan-nan*1j                                        3.21955538717478E-4+4.190123059190732E-4j         -nan-nan*1j                                        -nan+nan*1j                                        9.540942475958973E-8-1.9393597806064873E-6j       -nan+nan*1j
-4.5                                              0                                                 1                                                 0                                                 5.6E9                                             50                                                -nan+nan*1j                                        6.764309641328333E-6-1.5177974442718102E-5j       -nan+nan*1j                                        -nan-nan*1j                                        3.3205722505148523E-4+4.3763705921541187E-4j      -nan-nan*1j                                        -nan+nan*1j                                        1.054189856371202E-7-2.0917940680435008E-6j       -nan+nan*1j
-4.5                                              0                                                 1                                                 0                                                 6.0E9                                             50                                                -nan+nan*1j                                        7.309971742384694E-6-1.6535145246587998E-5j       -nan+nan*1j                                        -nan-nan*1j                                        3.4185283923756385E-4+4.562684415016388E-4j       -nan-nan*1j                                        -nan+nan*1j                                        1.1587893864135239E-7-2.244515359352091E-6j       -nan+nan*1j
-4.5                                              0                                                 1                                                 0                                                 6.4E9                                             50                                                -nan+nan*1j                                        7.869439572276602E-6-1.7915525446453086E-5j       -nan+nan*1j                                        -nan-nan*1j                                        3.514095189525292E-4+4.7484989086707776E-4j       -nan-nan*1j                                        -nan+nan*1j                                        1.267785425310686E-7-2.3975280932984293E-6j       -nan+nan*1j
-4.5                                              0                                                 1                                                 0                                                 6.8E9                                             50                                                -nan+nan*1j                                        8.441549139268845E-6-1.931923019172703E-5j        -nan+nan*1j                                        -nan-nan*1j                                        3.6077076315694167E-4+4.933382219770529E-4j       -nan-nan*1j                                        -nan+nan*1j                                        1.3810601407580715E-7-2.550834203469731E-6j       -nan+nan*1j
-4.5                                              0                                                 1                                                 0                                                 7.2E9                                             50                                                -nan+nan*1j                                        9.025124447130287E-6-2.074616234444456E-5j        -nan+nan*1j                                        -nan-nan*1j                                        3.6996442751489894E-4+5.117016253433254E-4j       -nan-nan*1j                                        -nan+nan*1j                                        1.4984942299025966E-7-2.7044335770892472E-6j      -nan+nan*1j
-4.5                                              0                                                 1                                                 0                                                 7.6E9                                             50                                                -nan+nan*1j                                        9.619025691301394E-6-2.2196058018362178E-5j       -nan+nan*1j                                        -nan-nan*1j                                        3.790081050933604E-4+5.299176578851409E-4j        -nan-nan*1j                                        -nan+nan*1j                                        1.6199723705464281E-7-2.8583245044863483E-6j      -nan+nan*1j
-4.5                                              0                                                 1                                                 0                                                 8.0E9                                             50                                                -nan+nan*1j                                        1.022218080412132E-5-2.3668526580510137E-5j       -nan+nan*1j                                        -nan-nan*1j                                        3.879127437510863E-4+5.479713836744062E-4j        -nan-nan*1j                                        -nan+nan*1j                                        1.7453866128584303E-7-3.0125040979521323E-6j      -nan+nan*1j
-4.5                                              0                                                 0                                                 1                                                 4.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.112949776527375E-9-4.088274151102295E-6j       nan+nan*1j                                         nan+nan*1j                                         -1.1130055648163722E-9-4.088274145568956E-6j      -nan-nan*1j                                        -nan-nan*1j                                        2.230066600759134E-9+8.18009382140969E-6j
-4.5                                              0                                                 0                                                 1                                                 4.4E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.3452791347198007E-9-4.497087815164271E-6j      nan+nan*1j                                         nan+nan*1j                                         -1.345374633549281E-9-4.4970878159763555E-6j      -nan-nan*1j                                        -nan-nan*1j                                        2.6958619629816005E-9+8.998075835898322E-6j
-4.5                                              0                                                 0                                                 1                                                 4.8E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.5992551750488357E-9-4.9058976266551905E-6j     nan+nan*1j                                         nan+nan*1j                                         -1.5993163399270994E-9-4.905897624357706E-6j      -nan-nan*1j                                        -nan-nan*1j                                        3.2051725540858863E-9+9.816050143381455E-6j
-4.5                                              0                                                 0                                                 1                                                 5.2E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.8750036398930058E-9-5.314703244353088E-6j      nan+nan*1j                                         nan+nan*1j                                         -1.8750489665629043E-9-5.314703242474745E-6j      -nan-nan*1j                                        -nan-nan*1j                                        3.757776988512468E-9+1.0634016077636937E-5j
-4.5                                              0                                                 0                                                 1                                                 5.6E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.1720693068184664E-9-5.723504342767783E-6j      nan+nan*1j                                         nan+nan*1j                                         -2.172090746321616E-9-5.723504343285918E-6j       -nan-nan*1j                                        -nan-nan*1j                                        4.353439050048282E-9+1.1451972980384866E-5j
-4.5                                              0                                                 0                                                 1                                                 6.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.4905338141808098E-9-6.132300598540215E-6j      nan+nan*1j                                         nan+nan*1j                                         -2.49037573661816E-9-6.132300611607431E-6j        -nan-nan*1j                                        -nan-nan*1j                                        4.991902776196637E-9+1.2269920202054577E-5j
-4.5                                              0                                                 0                                                 1                                                 6.4E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.8300375606081946E-9-6.541091696660897E-6j      nan+nan*1j                                         nan+nan*1j                                         -2.830078578267611E-9-6.541091699872284E-6j       -nan-nan*1j                                        -nan-nan*1j                                        5.672895679944084E-9+1.3087857102615885E-5j
